neighbourhood_group_cleansed,neighbourhood_cleansed,property_type,room_type,bedrooms,bathrooms,guests_included,price,lnprice
Brooklyn,Williamsburg,Apartment,Entire home/apt,2,1,2,150,5.0106352940962555
Queens,Ridgewood,Apartment,Entire home/apt,1,1,2,70,4.248495242049359
Manhattan,Upper East Side,Apartment,Private room,1,1,1,82,4.406719247264253
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,3,1.5,1,250,5.521460917862246
Manhattan,Harlem,Townhouse,Entire home/apt,1,1,2,90,4.499809670330265
Queens,Woodside,Apartment,Private room,1,1,1,75,4.31748811353631
Brooklyn,Clinton Hill,Apartment,Entire home/apt,1,1,1,160,5.075173815233827
Brooklyn,South Slope,Apartment,Private room,1,1,1,150,5.0106352940962555
Queens,Rego Park,Apartment,Entire home/apt,1,1,1,69,4.23410650459726
Manhattan,Chelsea,Loft,Private room,1,1,1,165,5.10594547390058
Brooklyn,South Slope,Townhouse,Entire home/apt,4,2,1,350,5.857933154483459
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,118,4.770684624465665
Manhattan,Chelsea,Apartment,Entire home/apt,0,1,2,135,4.90527477843843
Bronx,Concourse,House,Entire home/apt,2,2,1,250,5.521460917862246
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,2,200,5.298317366548036
Manhattan,Nolita,Apartment,Entire home/apt,1,1,2,150,5.0106352940962555
Manhattan,East Harlem,Apartment,Private room,1,1,1,50,3.912023005428146
Manhattan,Harlem,Apartment,Entire home/apt,1,1,1,100,4.605170185988092
Manhattan,Flatiron District,Apartment,Entire home/apt,1,1,2,265,5.579729825986222
Manhattan,Upper East Side,Apartment,Private room,1,1,1,100,4.605170185988092
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,2,175,5.1647859739235145
Brooklyn,Sunset Park,Apartment,Private room,1,1,1,37,3.6109179126442243
Manhattan,Upper West Side,Apartment,Entire home/apt,2,1,1,250,5.521460917862246
Manhattan,Harlem,Apartment,Entire home/apt,1,1,2,200,5.298317366548036
Manhattan,Upper West Side,Apartment,Private room,2,1,1,93,4.532599493153256
Brooklyn,Crown Heights,Apartment,Entire home/apt,2,2,4,275,5.616771097666572
Brooklyn,Williamsburg,Loft,Entire home/apt,1,1,2,450,6.1092475827643655
Brooklyn,Prospect-Lefferts Gardens,Apartment,Entire home/apt,1,1,1,80,4.382026634673881
Queens,Jamaica,House,Private room,1,1,1,78,4.356708826689592
Manhattan,Greenwich Village,Apartment,Private room,1,1,1,295,5.68697535633982
Brooklyn,Williamsburg,Loft,Entire home/apt,2,1,2,280,5.634789603169249
Manhattan,Nolita,Apartment,Entire home/apt,2,1,2,300,5.703782474656201
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,2,1.5,2,175,5.1647859739235145
Manhattan,Chelsea,Apartment,Entire home/apt,2,1,2,230,5.438079308923196
Brooklyn,Prospect Heights,Apartment,Entire home/apt,1,1,1,98,4.584967478670572
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,1,106,4.663439094112067
Brooklyn,Bushwick,Apartment,Private room,1,1,1,30,3.4011973816621555
Manhattan,East Village,Condominium,Entire home/apt,1,1,1,195,5.272999558563747
Queens,Astoria,Apartment,Private room,2,1,1,150,5.0106352940962555
Manhattan,Washington Heights,Apartment,Entire home/apt,2,1,4,170,5.135798437050262
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,1,1,2,217,5.37989735354046
Manhattan,Harlem,Apartment,Entire home/apt,2,1,2,185,5.220355825078324
Manhattan,Little Italy,Apartment,Private room,1,1,1,58,4.060443010546419
Brooklyn,Williamsburg,Loft,Entire home/apt,1,1,2,169,5.1298987149230735
Manhattan,East Village,Apartment,Entire home/apt,0,1,1,49,3.8918202981106265
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,0,1,2,165,5.10594547390058
Queens,Ridgewood,Apartment,Entire home/apt,1,1,2,120,4.787491742782046
Brooklyn,Sunset Park,Apartment,Entire home/apt,2,1,1,120,4.787491742782046
Manhattan,Greenwich Village,Apartment,Private room,1,1,1,88,4.477336814478207
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,1,110,4.700480365792417
Brooklyn,Clinton Hill,Apartment,Private room,1,1,2,200,5.298317366548036
Brooklyn,Prospect-Lefferts Gardens,House,Private room,2,1,1,69,4.23410650459726
Queens,Flushing,House,Private room,1,1,1,55,4.007333185232471
Brooklyn,Brooklyn Heights,Apartment,Entire home/apt,1,1,1,135,4.90527477843843
Brooklyn,Greenpoint,Apartment,Private room,1,1,1,199,5.293304824724492
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,90,4.499809670330265
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,1,160,5.075173815233827
Brooklyn,Windsor Terrace,Apartment,Private room,1,1,1,50,3.912023005428146
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,2,210,5.3471075307174685
Manhattan,Chelsea,Loft,Entire home/apt,2,2,2,399,5.988961416889864
Manhattan,Lower East Side,Apartment,Entire home/apt,1,1,2,300,5.703782474656201
Brooklyn,Crown Heights,Condominium,Private room,1,1,1,79,4.3694478524670215
Brooklyn,Crown Heights,Apartment,Entire home/apt,2,1,2,175,5.1647859739235145
Manhattan,Harlem,Apartment,Entire home/apt,3,1,5,200,5.298317366548036
Brooklyn,Prospect Heights,Apartment,Entire home/apt,1,1,1,121,4.795790545596741
Brooklyn,Carroll Gardens,Apartment,Entire home/apt,2,1,4,250,5.521460917862246
Manhattan,East Village,Apartment,Private room,1,1,1,99,4.59511985013459
Manhattan,Harlem,Apartment,Private room,1,1,1,88,4.477336814478207
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,1,114,4.736198448394496
Brooklyn,Fort Greene,Apartment,Entire home/apt,1,1,1,169,5.1298987149230735
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,1,120,4.787491742782046
Manhattan,East Village,Apartment,Entire home/apt,2,1,2,295,5.68697535633982
Brooklyn,Carroll Gardens,Apartment,Entire home/apt,1,1,1,90,4.499809670330265
Manhattan,West Village,Apartment,Entire home/apt,1,1,1,197,5.2832037287379885
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,1,1,2,190,5.247024072160486
Brooklyn,Clinton Hill,Apartment,Private room,1,1,1,50,3.912023005428146
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1.5,1,50,3.912023005428146
Manhattan,East Village,Apartment,Private room,1,1,2,107,4.672828834461906
Manhattan,Upper East Side,Apartment,Private room,1,1,1,113,4.727387818712341
Brooklyn,Bedford-Stuyvesant,House,Entire home/apt,2,1.5,3,150,5.0106352940962555
Brooklyn,Bushwick,Apartment,Entire home/apt,1,1,2,115,4.74493212836325
Manhattan,East Village,Apartment,Entire home/apt,2,1,2,151,5.017279836814924
Brooklyn,Fort Greene,Loft,Entire home/apt,1,1,2,130,4.867534450455582
Brooklyn,Crown Heights,Apartment,Entire home/apt,2,1,4,120,4.787491742782046
Manhattan,Harlem,Apartment,Private room,1,1,1,79,4.3694478524670215
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1.5,1,64,4.1588830833596715
Brooklyn,East Flatbush,Condominium,Entire home/apt,2,1,2,133,4.890349128221754
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,1,120,4.787491742782046
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,120,4.787491742782046
Manhattan,Harlem,Apartment,Private room,2,1,3,700,6.551080335043404
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,1,1,1,165,5.10594547390058
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,1,165,5.10594547390058
Manhattan,East Village,Apartment,Entire home/apt,1,1,2,100,4.605170185988092
Brooklyn,Crown Heights,Apartment,Private room,2,1,1,80,4.382026634673881
Manhattan,Chinatown,Apartment,Private room,1,1.5,1,90,4.499809670330265
Brooklyn,Bushwick,Apartment,Entire home/apt,2,1,4,125,4.8283137373023015
Brooklyn,South Slope,Apartment,Private room,1,1,1,50,3.912023005428146
Manhattan,East Harlem,Apartment,Private room,1,1,1,75,4.31748811353631
Brooklyn,Clinton Hill,Apartment,Entire home/apt,1,1,2,155,5.043425116919247
Queens,Arverne,Apartment,Entire home/apt,1,1,2,92,4.5217885770490405
Brooklyn,Greenpoint,Apartment,Private room,1,1,1,75,4.31748811353631
Queens,Astoria,Townhouse,Private room,1,1,2,69,4.23410650459726
Brooklyn,Carroll Gardens,Condominium,Entire home/apt,1,1,2,225,5.41610040220442
Manhattan,East Village,Loft,Entire home/apt,1,1,2,120,4.787491742782046
Manhattan,Hell's Kitchen,Apartment,Private room,1,1,1,200,5.298317366548036
Manhattan,Greenwich Village,Apartment,Entire home/apt,0,1,1,215,5.3706380281276624
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,2,175,5.1647859739235145
Brooklyn,Crown Heights,Apartment,Private room,1,1,1,80,4.382026634673881
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,48,3.871201010907891
Manhattan,West Village,Apartment,Entire home/apt,1,1,1,198,5.288267030694535
Brooklyn,Gravesend,Apartment,Private room,1,1,1,72,4.276666119016055
Manhattan,SoHo,Loft,Entire home/apt,1,1.5,5,199,5.293304824724492
Brooklyn,Williamsburg,Apartment,Entire home/apt,2,1,1,250,5.521460917862246
Manhattan,Harlem,Apartment,Private room,2,1,1,75,4.31748811353631
Manhattan,SoHo,Apartment,Private room,1,1,1,90,4.499809670330265
Manhattan,Tribeca,Loft,Private room,1,1,1,229,5.43372200355424
Brooklyn,Brooklyn Heights,Apartment,Entire home/apt,1,1,1,200,5.298317366548036
Manhattan,Civic Center,Apartment,Entire home/apt,1,1,1,165,5.10594547390058
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,2,1,1,140,4.941642422609304
Queens,Ridgewood,Apartment,Entire home/apt,1,1,2,75,4.31748811353631
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,1,110,4.700480365792417
Manhattan,Murray Hill,Apartment,Entire home/apt,0,1,1,165,5.10594547390058
Manhattan,Inwood,Apartment,Private room,1,1,2,55,4.007333185232471
Manhattan,Inwood,Apartment,Private room,1,1,2,55,4.007333185232471
Manhattan,West Village,Apartment,Entire home/apt,2,2,1,300,5.703782474656201
Manhattan,Chinatown,Apartment,Entire home/apt,1,1,1,59,4.07753744390572
Manhattan,Chelsea,Apartment,Entire home/apt,1,1,2,275,5.616771097666572
Manhattan,Greenwich Village,Apartment,Entire home/apt,1,2,1,319,5.765191102784844
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,77,4.343805421853684
Manhattan,Washington Heights,Apartment,Private room,1,1,1,60,4.0943445622221
Brooklyn,Brooklyn Heights,Apartment,Entire home/apt,1,1,1,129,4.859812404361672
Brooklyn,Park Slope,Apartment,Entire home/apt,1,1,1,120,4.787491742782046
Manhattan,Upper West Side,Condominium,Entire home/apt,1,1,1,139,4.9344739331306915
Brooklyn,Clinton Hill,Apartment,Entire home/apt,1,1,2,149,5.003946305945459
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,180,5.19295685089021
Brooklyn,Prospect Heights,House,Private room,1,1.5,1,100,4.605170185988092
Brooklyn,Boerum Hill,Apartment,Entire home/apt,2,1,4,180,5.19295685089021
Brooklyn,Greenpoint,Condominium,Entire home/apt,1,1,1,106,4.663439094112067
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,2,200,5.298317366548036
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,0,1,1,99,4.59511985013459
Manhattan,East Harlem,Apartment,Entire home/apt,0,1,2,120,4.787491742782046
Manhattan,Upper West Side,Apartment,Private room,1,1,1,120,4.787491742782046
Brooklyn,Prospect Heights,Apartment,Entire home/apt,1,1,2,125,4.8283137373023015
Queens,Elmhurst,Apartment,Entire home/apt,1,1,1,99,4.59511985013459
Brooklyn,Gowanus,Townhouse,Entire home/apt,2,1.5,4,198,5.288267030694535
Manhattan,East Village,Condominium,Entire home/apt,2,1,4,199,5.293304824724492
Manhattan,Upper West Side,Apartment,Private room,1,1,2,125,4.8283137373023015
Manhattan,Harlem,Apartment,Entire home/apt,1,1,2,90,4.499809670330265
Manhattan,Tribeca,Apartment,Entire home/apt,2,1,1,130,4.867534450455582
Brooklyn,Cypress Hills,House,Private room,1,1,1,35,3.5553480614894135
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,90,4.499809670330265
Brooklyn,Sunset Park,Apartment,Entire home/apt,2,1,3,85,4.442651256490317
Brooklyn,Williamsburg,House,Entire home/apt,3,2,1,250,5.521460917862246
Brooklyn,Crown Heights,Apartment,Entire home/apt,1,1,2,115,4.74493212836325
Brooklyn,Prospect Heights,House,Entire home/apt,2,2,2,200,5.298317366548036
Brooklyn,Williamsburg,Loft,Private room,1,1.5,2,48,3.871201010907891
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,1,65,4.174387269895637
Queens,Astoria,Apartment,Entire home/apt,1,1,1,175,5.1647859739235145
Manhattan,Hell's Kitchen,Apartment,Private room,1,1,1,90,4.499809670330265
Brooklyn,Crown Heights,Apartment,Private room,1,1,2,85,4.442651256490317
Manhattan,Midtown,Apartment,Entire home/apt,1,1,1,150,5.0106352940962555
Manhattan,Harlem,Apartment,Entire home/apt,2,1,2,136,4.912654885736052
Brooklyn,Williamsburg,House,Entire home/apt,3,2,1,400,5.991464547107982
Brooklyn,Prospect-Lefferts Gardens,Apartment,Entire home/apt,2,1,2,125,4.8283137373023015
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,179,5.187385805840755
Brooklyn,Williamsburg,Apartment,Entire home/apt,2,1.5,1,180,5.19295685089021
Manhattan,Harlem,Apartment,Entire home/apt,1,1,1,105,4.653960350157523
Brooklyn,Carroll Gardens,Apartment,Entire home/apt,3,1,4,250,5.521460917862246
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,85,4.442651256490317
Manhattan,Upper East Side,Apartment,Private room,2,1,1,80,4.382026634673881
Queens,Long Island City,Townhouse,Private room,1,1,2,89,4.48863636973214
Manhattan,SoHo,Apartment,Shared room,1,1,3,195,5.272999558563747
Manhattan,Greenwich Village,Apartment,Entire home/apt,0,1,1,215,5.3706380281276624
Manhattan,West Village,Apartment,Entire home/apt,1,1,1,165,5.10594547390058
Manhattan,Gramercy,Apartment,Entire home/apt,1,1,1,209,5.342334251964811
Queens,Sunnyside,House,Private room,1,1,1,52,3.9512437185814275
Manhattan,Nolita,Apartment,Entire home/apt,1,1,2,160,5.075173815233827
Brooklyn,Crown Heights,Apartment,Entire home/apt,1,1,2,115,4.74493212836325
Manhattan,Upper West Side,Apartment,Private room,1,1,1,60,4.0943445622221
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,200,5.298317366548036
Manhattan,West Village,Apartment,Entire home/apt,1,1,1,700,6.551080335043404
Brooklyn,Cobble Hill,Townhouse,Private room,1,1,1,120,4.787491742782046
Manhattan,East Harlem,Apartment,Private room,1,1,1,65,4.174387269895637
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,2,150,5.0106352940962555
Brooklyn,Flatbush,Apartment,Entire home/apt,2,1,4,200,5.298317366548036
Manhattan,Inwood,Apartment,Private room,1,1,1,67,4.204692619390966
Brooklyn,Williamsburg,Loft,Private room,1,1,1,350,5.857933154483459
Staten Island,Tompkinsville,House,Private room,1,1,1,71,4.2626798770413155
Manhattan,Harlem,Apartment,Entire home/apt,3,2.5,9,455,6.12029741895095
Manhattan,Hell's Kitchen,Apartment,Private room,1,1,2,140,4.941642422609304
Queens,Astoria,Apartment,Private room,1,1,1,65,4.174387269895637
Manhattan,Midtown,Apartment,Private room,1,1,1,100,4.605170185988092
Manhattan,Nolita,Apartment,Entire home/apt,1,1,1,275,5.616771097666572
Brooklyn,Bedford-Stuyvesant,Loft,Shared room,1,1,1,45,3.8066624897703196
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,65,4.174387269895637
Brooklyn,Prospect Heights,Apartment,Entire home/apt,1,1,1,199,5.293304824724492
Manhattan,NoHo,Apartment,Entire home/apt,1,1,1,234,5.455321115357702
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,150,5.0106352940962555
Manhattan,Inwood,Apartment,Private room,1,1,1,20,2.995732273553991
Brooklyn,Williamsburg,Loft,Entire home/apt,1,1,3,195,5.272999558563747
Manhattan,Chelsea,Apartment,Entire home/apt,1,1,1,135,4.90527477843843
Brooklyn,Crown Heights,Apartment,Entire home/apt,1,1,1,90,4.499809670330265
Manhattan,Lower East Side,Apartment,Entire home/apt,1,1,1,250,5.521460917862246
Manhattan,SoHo,Loft,Entire home/apt,2,2,2,595,6.38856140554563
Manhattan,Gramercy,Apartment,Private room,1,1,1,109,4.6913478822291435
Brooklyn,Clinton Hill,Apartment,Entire home/apt,1,1,2,200,5.298317366548036
Manhattan,Midtown,Apartment,Entire home/apt,0,1,1,90,4.499809670330265
Manhattan,Kips Bay,Apartment,Entire home/apt,0,1,1,100,4.605170185988092
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,1,1,1,85,4.442651256490317
Manhattan,Kips Bay,Apartment,Entire home/apt,1,1,1,87,4.465908118654584
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,1,1,1,95,4.553876891600541
Manhattan,Upper West Side,Apartment,Entire home/apt,2,1,4,349,5.855071922202427
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,1,1,2,160,5.075173815233827
Brooklyn,Crown Heights,Apartment,Entire home/apt,1,1,1,60,4.0943445622221
Brooklyn,Kensington,Apartment,Private room,1,1,1,72,4.276666119016055
Brooklyn,Columbia St,Apartment,Entire home/apt,2,1,2,200,5.298317366548036
Manhattan,Upper East Side,Apartment,Private room,1,1,1,79,4.3694478524670215
Manhattan,Upper West Side,Apartment,Entire home/apt,2,1,2,197,5.2832037287379885
Brooklyn,Bedford-Stuyvesant,House,Entire home/apt,1,1,2,75,4.31748811353631
Manhattan,Gramercy,Apartment,Entire home/apt,1,1,2,127,4.844187086458591
Manhattan,East Harlem,Apartment,Private room,1,1,1,110,4.700480365792417
Manhattan,Upper West Side,Apartment,Shared room,1,1,1,85,4.442651256490317
Queens,Ridgewood,Apartment,Private room,1,1,1,69,4.23410650459726
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,100,4.605170185988092
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,0,1,1,99,4.59511985013459
Manhattan,Upper West Side,Apartment,Private room,1,1,1,113,4.727387818712341
Manhattan,Chelsea,Apartment,Entire home/apt,1,1,1,250,5.521460917862246
Manhattan,Kips Bay,Apartment,Entire home/apt,1,1,1,295,5.68697535633982
Manhattan,Greenwich Village,Apartment,Entire home/apt,1,1,4,95,4.553876891600541
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,1,1,1,220,5.393627546352362
Manhattan,East Village,Apartment,Private room,1,1,1,75,4.31748811353631
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,1,100,4.605170185988092
Brooklyn,Williamsburg,Loft,Entire home/apt,2,1,2,189,5.241747015059643
Manhattan,Lower East Side,Apartment,Entire home/apt,0,1,2,123,4.812184355372417
Manhattan,Chelsea,Apartment,Entire home/apt,1,1,1,200,5.298317366548036
Manhattan,Washington Heights,Apartment,Entire home/apt,2,1,2,150,5.0106352940962555
Brooklyn,Flatbush,Apartment,Entire home/apt,1,1,1,105,4.653960350157523
Manhattan,Inwood,Apartment,Private room,1,1,1,50,3.912023005428146
Brooklyn,Bushwick,Apartment,Private room,1,1,1,45,3.8066624897703196
Brooklyn,Bushwick,Apartment,Private room,1,1,1,42,3.7376696182833684
Manhattan,Upper East Side,Apartment,Entire home/apt,0,1,2,147,4.990432586778736
Brooklyn,Fort Greene,Apartment,Entire home/apt,2,1,4,355,5.872117789475416
Brooklyn,Bedford-Stuyvesant,House,Entire home/apt,2,1,2,80,4.382026634673881
Queens,Ridgewood,House,Private room,1,1,1,60,4.0943445622221
Manhattan,West Village,Apartment,Private room,2,1,1,125,4.8283137373023015
Manhattan,Kips Bay,Apartment,Private room,1,0.5,1,65,4.174387269895637
Queens,Jamaica,House,Private room,1,1,1,58,4.060443010546419
Queens,Maspeth,Apartment,Private room,1,1,1,49,3.8918202981106265
Brooklyn,Crown Heights,Apartment,Private room,1,1,1,42,3.7376696182833684
Queens,Ditmars Steinway,Apartment,Entire home/apt,1,1,1,75,4.31748811353631
Queens,Astoria,Apartment,Private room,1,1,1,62,4.127134385045092
Manhattan,Lower East Side,Apartment,Private room,1,1,1,167,5.117993812416755
Manhattan,Harlem,Apartment,Entire home/apt,1,1,2,125,4.8283137373023015
Manhattan,Upper West Side,Apartment,Private room,1,1,1,95,4.553876891600541
Staten Island,Mariners Harbor,House,Private room,1,1,1,44,3.784189633918261
Brooklyn,Flatlands,Apartment,Entire home/apt,1,1,2,92,4.5217885770490405
Manhattan,Chelsea,Condominium,Entire home/apt,1,1,2,199,5.293304824724492
Manhattan,West Village,Apartment,Entire home/apt,1,1,1,139,4.9344739331306915
Manhattan,Harlem,Apartment,Private room,1,1,1,58,4.060443010546419
Manhattan,Murray Hill,Apartment,Entire home/apt,1,1,1,129,4.859812404361672
Manhattan,Murray Hill,Apartment,Entire home/apt,1,1,1,134,4.897839799950911
Brooklyn,East New York,Apartment,Private room,1,2,1,35,3.5553480614894135
Manhattan,Upper East Side,Apartment,Private room,2,2,1,250,5.521460917862246
Manhattan,Gramercy,Apartment,Entire home/apt,2,1,1,299,5.700443573390687
Queens,East Elmhurst,Townhouse,Private room,1,1,1,79,4.3694478524670215
Manhattan,Upper West Side,Apartment,Private room,1,1,2,119,4.77912349311153
